ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
78437,"Loraine ""Lori"" Melien",F,16,168,57,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
86679,Patricia Noall (-Lauzon),F,18,173,60,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
87299,Andrea Nugent,F,19,172,65,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 4 x 100 metres Medley Relay,Bronze
96074,"Thomas Harold ""Tom"" Ponting",M,23,180,84,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
119438,"Marcus ""Mark"" Tewksbury",M,20,185,80,Canada,CAN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Silver
17631,Michelle A. Cameron (-Coulter),F,25,174,59,Canada,CAN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
128053,Carolyn Jane Waldo,F,23,170,56,Canada,CAN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Solo,Gold
128053,Carolyn Jane Waldo,F,23,170,56,Canada,CAN,1988 Summer,1988,Summer,Seoul,Synchronized Swimming,Synchronized Swimming Women's Duet,Gold
26177,Alfonso Marcos de Iruarrzaga Hoces de la Guardia,M,31,186,85,Chile,CHI,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Skeet,Silver
69447,Li Meisu,F,29,176,92,China,CHN,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Bronze
38416,Gao Min,F,18,162,50,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Springboard,Gold
69333,Li Deliang,M,21,172,60,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Men's Springboard,Bronze
69471,Li Qing,F,15,160,50,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Springboard,Silver
118273,Tan Liangde,M,23,170,65,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Men's Springboard,Silver
132045,Xiong Ni,M,14,166,55,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Men's Platform,Silver
132095,Xu Yanmei,F,17,162,47,China,CHN,1988 Summer,1988,Summer,Seoul,Diving,Diving Women's Platform,Gold
71644,Lou Yun,M,24,158,53,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Floor Exercise,Bronze
71644,Lou Yun,M,24,158,53,China,CHN,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,Gold
45494,Han Yaqin,F,25,179,77,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
46940,He Yanwen,F,21,175,73,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
50580,Hu Yadong,F,19,181,77,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
50580,Hu Yadong,F,19,181,77,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
69476,Li Ronghua,F,31,152,43,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
69476,Li Ronghua,F,31,152,43,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
132554,Yang Xiao,F,24,182,80,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
132554,Yang Xiao,F,24,182,80,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
134564,Zhang Xianghua,F,20,183,77,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
134564,Zhang Xianghua,F,20,183,77,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
134590,Zhang Yali,F,24,176,75,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
134811,Zhou Shouying,F,19,181,85,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Silver
134811,Zhou Shouying,F,19,181,85,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
134819,Zhou Xiuhua,F,21,180,75,China,CHN,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Bronze
50645,Huang Shiping,M,25,166,63,China,CHN,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Running Target, 50 metres",Silver
132061,Xu Haifeng,M,31,176,85,China,CHN,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Air Pistol, 10 metres",Bronze
50655,Huang Xiaomin,F,18,170,68,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Breaststroke,Silver
97756,Qian Hong,F,17,167,62,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Butterfly,Bronze
132551,Yang Wenyi,F,16,178,62,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 50 metres Freestyle,Silver
134873,Zhuang Yong,F,16,172,68,China,CHN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 100 metres Freestyle,Silver
20217,Chen Jing,F,19,170,60,China,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Singles,Gold
20217,Chen Jing,F,19,170,60,China,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Doubles,Silver
54812,Jiao Zhimin,F,24,168,60,China,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Singles,Bronze
54812,Jiao Zhimin,F,24,168,60,China,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Doubles,Silver
69386,Li Huifen,F,24,168,52,China,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Women's Singles,Silver
24241,Cui Yongmei,F,19,181,71,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
50203,Hou Yuzhu,F,25,182,72,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
54804,Jiang Ying,F,25,180,72,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
69355,Li Guojun,F,22,181,82,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
69573,Li Yueming,F,20,188,75,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
116063,Su Huijuan,F,24,179,72,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
128616,Wang Yajun,F,26,182,73,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
131778,Wu Dan,F,20,177,70,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
132555,Yang Xiaojun,F,25,181,73,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
132557,Yang Xilan,F,27,179,73,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
134735,Zheng Meizhu,F,25,172,62,China,CHN,1988 Summer,1988,Summer,Seoul,Volleyball,Volleyball Women's Volleyball,Bronze
46945,He Yingqiang,M,23,160,60,China,CHN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Bantamweight,Silver
46947,He Zhuoqiang,M,21,150,54,China,CHN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Flyweight,Bronze
69413,Li Jinhe,M,24,164,70,China,CHN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Lightweight,Bronze
70638,Liu Shoubin,M,20,162,58,China,CHN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Bantamweight,Bronze
132738,Ye Huanmin,M,23,163,64,China,CHN,1988 Summer,1988,Summer,Seoul,Weightlifting,Weightlifting Men's Featherweight,Bronze
20239,Chen Longcan,M,23,167,55,China-1,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,Gold
52461,Seiko Iseki,M,26,165,60,China-1,CHN,1988 Summer,1988,Summer,Seoul,Table Tennis,Table Tennis Men's Doubles,Gold
56264,Jorge Elicer Julio Rocha,M,19,169,54,Colombia,COL,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Bantamweight,Bronze
95871,Silvia Poll Ahrens,F,17,192,75,Costa Rica,CRC,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Women's 200 metres Freestyle,Silver
96929,Jozef Pribilinec,M,28,168,66,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,Gold
134278,Jan elezn,M,22,185,86,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Javelin Throw,Silver
9311,Miloslav Bednak,M,23,175,92,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Shooting,Shooting Mixed Trap,Silver
125263,Miroslav Varga,M,27,183,105,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Gold
78018,Miloslav Me,M,24,190,81,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Singles,Gold
78018,Miloslav Me,M,24,190,81,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Bronze
87175,Jana Novotn,F,19,175,63,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Silver
114041,Milan rejber,M,24,203,98,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Men's Doubles,Bronze
116313,Helena Sukov,F,23,188,68,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Tennis,Tennis Women's Doubles,Silver
71089,Jozef Lohya,M,25,180,90,Czechoslovakia,TCH,1988 Summer,1988,Summer,Seoul,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
37345,Dan Frost,M,27,184,76,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Points Race,Gold
7535,Jesper Bank,M,31,184,100,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Bronze
12904,Jrgen Bojsen-Mller,M,34,175,71,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
43391,Christian Grnborg,M,26,183,93,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Two Person Heavyweight Dinghy,Gold
76415,Jan Dupont Mathiasen,M,31,184,75,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Bronze
108139,Steen Klaaborg Secher,M,29,190,95,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Sailing,Sailing Mixed Three Person Keelboat,Bronze
85954,Benny Leo Nielsen,M,22,190,76,Denmark,DEN,1988 Summer,1988,Summer,Seoul,Swimming,Swimming Men's 200 metres Butterfly,Silver
104592,Ahmed Salah Houssein,M,31,180,64,Djibouti,DJI,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Marathon,Bronze
5930,Ingrid Auerswald-Lange (Brestrich-),F,31,168,58,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
9406,Anke Behmer (Vater-),F,27,174,62,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Bronze
9422,Kerstin Behrendt,F,21,177,64,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
14990,Grit Breuer (-Springstein),F,16,168,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
16807,Sabine Busch (-Ascui),F,25,177,66,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
29550,Juana Katrin Drre-Heinig,F,26,170,57,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Marathon,Bronze
29958,Heike Gabriela Drechsler (Daute-),F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres,Bronze
29958,Heike Gabriela Drechsler (Daute-),F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 200 metres,Bronze
29958,Heike Gabriela Drechsler (Daute-),F,23,181,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Long Jump,Silver
32511,Kirsten Emmelmann (Siemon-),F,27,173,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
35173,Ellen Fiedler (Neumann-),F,29,174,66,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres Hurdles,Bronze
38373,Diana Gansky (Sachse-),F,24,184,92,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Silver
39066,Hartwig Gauder,M,33,186,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Bronze
47453,Martina Helga Hellmann (Opitz-),F,27,178,85,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Discus Throw,Gold
48117,Jens-Peter Herold,M,23,176,64,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 1,500 metres",Bronze
55295,"Sabine John (Mbius-, -Paetz)",F,30,178,66,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Heptathlon,Silver
61746,Beate Koch,F,21,181,75,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Bronze
65024,Hansjrg Kunze,M,28,179,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,"Athletics Men's 5,000 metres",Bronze
78244,Petra Meier-Felke,F,29,172,64,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Javelin Throw,Gold
81203,Silke Mller (Gladisch-),F,24,168,57,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
83137,Petra Mller (-Schersing),F,23,180,67,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 400 metres,Silver
83137,Petra Mller (-Schersing),F,23,180,67,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
85133,Kathrin Neimke,F,22,180,91,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's Shot Put,Silver
85428,Dagmar Neubauer (Rbsam-),F,26,170,58,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 400 metres Relay,Bronze
88066,Marlies Oelsner-Ghr,F,30,165,55,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 4 x 100 metres Relay,Silver
106726,Christian Schenk,M,23,200,93,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,Gold
107643,Jrgen Schult,M,28,193,110,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Discus Throw,Gold
110247,"Gloria Siebert (Kovarik-, Uibel-)",F,24,170,54,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 100 metres Hurdles,Silver
120385,Ulf-Bla Timmermann,M,25,194,118,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Shot Put,Gold
127553,Torsten Voss,M,25,186,88,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's Decathlon,Silver
127788,Christine Wachtel (-Guth),F,23,166,56,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,Silver
129329,Ronald Weigel,M,29,176,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 20 kilometres Walk,Silver
129329,Ronald Weigel,M,29,176,63,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Men's 50 kilometres Walk,Silver
131205,Sigrun Wodars-Grau (Ludwigs-),F,22,166,54,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Athletics,Athletics Women's 800 metres,Gold
76118,Henry Maske,M,24,182,77,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Middleweight,Gold
119440,Andreas Tews,M,20,164,52,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Flyweight,Silver
135414,Andreas Zlow,M,22,175,61,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Boxing,Boxing Men's Lightweight,Gold
12273,Hans-Jrg Bliesener,M,22,185,89,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
12382,Kay Bluhm,M,19,191,86,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
35550,Birgit Fischer-Schmidt,F,26,172,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Singles, 500 metres",Silver
35550,Birgit Fischer-Schmidt,F,26,172,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
35550,Birgit Fischer-Schmidt,F,26,172,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
48318,Olaf Heukrodt,M,26,190,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 500 metres",Gold
48318,Olaf Heukrodt,M,26,190,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
87063,Anke Nothnagel-von Seck,F,22,174,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres",Gold
87063,Anke Nothnagel-von Seck,F,22,174,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
96348,Ramona Portwich,F,21,175,70,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
107105,Jrg Schmidt,M,27,192,95,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Silver
110989,Heike Singer (-Klein),F,24,181,72,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Gold
113743,Ingo Spelly,M,21,184,79,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Canadian Doubles, 1,000 metres",Silver
114188,Andreas Sthle,M,23,183,80,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 500 metres",Silver
114188,Andreas Sthle,M,23,183,80,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
131231,Andr Gerhard Wohllebe,M,26,186,87,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Singles, 1,000 metres",Bronze
131231,Andr Gerhard Wohllebe,M,26,186,87,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
3525,Uwe Ampler,M,24,182,77,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
12303,Steffen Blochwitz,M,21,184,81,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
28779,Bernd Dittert,M,27,186,86,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres",Bronze
47663,Roland Hennig,M,20,187,78,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
48250,Lutz Helich,M,29,185,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's Sprint,Gold
64934,Mario Kummer,M,26,186,72,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
66347,Maik Landsmann,M,20,183,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
72109,Olaf Ludwig,M,28,182,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Road Race, Individual",Gold
78226,Dirk Meier,M,24,188,76,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
96835,Uwe Preiler,M,21,183,76,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
102862,Christa Rothenburger-Luding,F,28,164,60,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Women's Sprint,Silver
107747,Jan Schur,M,25,180,73,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,Cycling Men's 100 kilometres Team Time Trial,Gold
131299,Carsten Wolf,M,24,184,79,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Silver
127918,Udo Wagner,M,24,186,75,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Fencing,"Fencing Men's Foil, Individual",Silver
9419,Holger Behrendt,M,24,161,60,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
9419,Holger Behrendt,M,24,161,60,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horizontal Bar,Bronze
9419,Holger Behrendt,M,24,161,60,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,Gold
16062,Ralf Bchner,M,21,163,56,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
33765,"Gabriele ""Gabi"" Fhnrich",F,20,155,46,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
49162,Ulf Hoffmann,M,27,166,59,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
54467,Martina Jentsch,F,20,161,52,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
58875,Dagmar Kersten,F,17,157,45,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
58875,Dagmar Kersten,F,17,157,45,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Uneven Bars,Silver
61364,Ulrike Klotz,F,17,166,50,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
64239,Sylvio Kroll,M,23,174,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
64239,Sylvio Kroll,M,23,174,68,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Horse Vault,Silver
106828,Bettina Schieferdecker,F,20,164,53,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
120147,Drte Thmmler (Pawlak-),F,16,151,40,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Women's Team All-Around,Bronze
120462,Sven Tippelt,M,23,156,52,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
120462,Sven Tippelt,M,23,156,52,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Parallel Bars,Bronze
120462,Sven Tippelt,M,23,156,52,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Rings,Bronze
129196,Andreas Wecker,M,18,160,62,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Gymnastics,Gymnastics Men's Team All-Around,Silver
14834,Torsten Brcht (Oehmigen-),M,24,178,78,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Half-Middleweight,Bronze
71119,Sven Loll,M,24,182,71,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Lightweight,Silver
115362,Henry Sthr,M,28,194,120,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Judo,Judo Men's Heavyweight,Silver
7400,Ramona Balthasar,F,24,177,71,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold
9421,Jutta Behrendt (Hampe-),F,27,181,75,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Single Sculls,Gold
12786,Steffen Bogs,M,22,189,89,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Bronze
15677,Ralf Brudel,M,25,192,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
28961,Gerlinde Doberschtz (Mey-),F,23,183,76,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold
31700,Bernd Eichwurzel,M,23,196,91,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Fours,Gold
36340,Kerstin Frster (Pieloth-),F,22,177,69,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Quadruple Sculls,Gold
36346,Olaf Frster,M,25,190,89,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
42754,Thomas Greiner,M,25,193,90,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxless Fours,Gold
44431,Kathrin Haacker,F,21,181,72,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Eights,Gold
44518,Heiko Habermann,M,25,194,87,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Quadruple Sculls,Bronze
49989,Carola Hornig (Miseler-),F,26,186,82,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Women's Coxed Fours,Gold
60669,Detlef Kirchhoff,M,21,208,106,East Germany,GDR,1988 Summer,1988,Summer,Seoul,Rowing,Rowing Men's Coxed Pairs,Silver
